Geneid	siControl_A	siControl_B	siControl_C	siHOXA3_A	siHOXA3_B	siHOXA3_C
ENSG00000255333	0	0	0	0	0	0
ENSG00000197786	0	0	0	0	0	0
ENSG00000233499	0	0	0	0	0	0
ENSG00000273408	0	0	0	0	0	0
ENSG00000172769	0	0	0	0	0	0
ENSG00000172365	1	0	0	0	0	0
ENSG00000172362	0	1	0	0	0	0
ENSG00000285895	0	2	0	0	0	0
ENSG00000255299	0	0	0	0	1	0
ENSG00000198283	0	0	0	0	0	0
ENSG00000110031	41	56	58	61	54	51
ENSG00000186660	1258	1250	1384	1215	1189	1220
ENSG00000255073	0	0	0	0	1	0
ENSG00000269570	5	10	10	16	1	6
ENSG00000242689	21	26	29	17	11	15
ENSG00000280010	0	5	6	5	7	3
ENSG00000149124	0	0	0	0	2	0
ENSG00000197254	0	0	0	0	0	0
ENSG00000254926	0	0	0	0	0	0
ENSG00000255265	0	0	0	0	0	0
ENSG00000156689	0	0	0	0	0	0
ENSG00000254717	0	2	0	0	0	2
ENSG00000166840	7	7	11	6	4	7
ENSG00000255523	0	0	0	0	0	0
ENSG00000255240	0	4	2	1	6	3
ENSG00000254877	0	1	0	0	0	3
ENSG00000255189	0	0	0	1	0	1
ENSG00000254786	0	0	2	0	0	3
ENSG00000254399	0	0	5	0	0	0
ENSG00000255151	0	5	0	0	0	2
ENSG00000189057	570	674	654	617	623	591
ENSG00000245571	67	62	70	65	51	63
ENSG00000255381	0	1	2	0	0	0
ENSG00000166801	823	851	886	684	606	701
ENSG00000110042	1289	1409	1334	1259	1053	1188
ENSG00000197629	4	1	0	1	0	0
ENSG00000263999	0	0	0	0	0	0
ENSG00000225802	0	0	0	0	0	0
ENSG00000254799	0	0	0	0	0	0
ENSG00000214797	0	0	0	0	0	0
ENSG00000254704	0	0	0	0	0	0
ENSG00000263944	0	0	0	0	0	0
ENSG00000235678	0	0	0	0	0	0
ENSG00000255386	0	0	0	0	0	0
ENSG00000176495	0	0	0	0	0	0
ENSG00000198261	0	0	0	0	0	0
ENSG00000172324	0	0	0	0	0	0
ENSG00000172320	0	0	0	0	0	0
ENSG00000166884	0	0	0	0	0	0
ENSG00000254466	0	0	0	0	0	0
ENSG00000204989	0	0	0	0	0	0
ENSG00000176200	0	0	0	0	0	0
ENSG00000172742	0	0	0	0	0	0
ENSG00000254770	0	0	0	0	0	0
ENSG00000255008	10	4	0	6	1	1
ENSG00000110048	1904	1906	1737	1787	1446	1633
ENSG00000264559	0	2	0	0	2	0
ENSG00000255139	16	13	25	15	11	14
ENSG00000166889	1054	1005	958	859	681	869
ENSG00000255355	2	0	0	0	0	1
ENSG00000223223	0	0	0	0	0	0
ENSG00000172289	0	0	0	0	0	0
ENSG00000166900	2367	2336	2166	2177	2346	2041
ENSG00000254403	0	0	0	0	0	0
ENSG00000254743	0	0	0	0	0	3
ENSG00000255538	0	0	0	1	0	2
ENSG00000254477	2	6	6	15	10	5
ENSG00000234964	30	24	15	18	42	23
ENSG00000166902	368	458	454	463	512	377
ENSG00000134812	0	0	2	0	2	0
ENSG00000134827	0	0	0	0	0	0
ENSG00000285231	0	0	1	2	0	1
ENSG00000270929	0	0	0	0	1	0
ENSG00000284873	0	0	0	0	0	0
ENSG00000214788	0	0	0	0	0	0
ENSG00000285010	0	0	0	0	0	0
ENSG00000255393	0	0	0	0	0	0
ENSG00000149507	0	0	0	0	0	0
ENSG00000149516	0	0	0	0	0	0
ENSG00000255331	0	0	0	0	0	0
ENSG00000149534	0	0	0	0	0	0
ENSG00000254952	0	0	0	0	0	0
ENSG00000110077	0	0	0	0	0	0
ENSG00000110079	0	0	0	0	0	0
ENSG00000214787	0	0	0	2	0	0
ENSG00000275344	0	0	0	0	0	0
ENSG00000166926	0	0	0	0	0	0
ENSG00000166927	1	0	0	0	0	4
ENSG00000166928	0	0	0	0	0	0
ENSG00000166930	0	0	0	4	0	0
ENSG00000156738	0	0	0	0	0	0
ENSG00000071203	0	0	0	0	0	0
ENSG00000204979	0	0	0	0	0	0
ENSG00000283601	0	0	0	0	0	0
ENSG00000181995	0	0	0	0	0	0
ENSG00000166959	0	0	0	0	0	0
ENSG00000214782	0	0	0	0	0	0
ENSG00000166961	0	0	0	0	0	0
ENSG00000172689	0	0	0	0	0	0
ENSG00000255845	0	0	0	0	0	0
ENSG00000255959	0	1	0	0	0	0
ENSG00000256813	0	0	0	0	0	0
ENSG00000110104	197	252	232	215	248	221
ENSG00000183134	5	2	4	3	4	6
ENSG00000149506	2	4	0	4	2	0
ENSG00000110107	1995	1938	1987	1869	1899	1778
ENSG00000257052	5	1	0	0	0	0
ENSG00000256944	0	0	0	0	0	0
ENSG00000110108	703	697	761	699	901	710
ENSG00000256196	1	1	0	4	0	0
ENSG00000006118	978	951	859	992	1068	1029
ENSG00000110446	8	3	7	4	1	7
ENSG00000013725	0	0	1	4	4	4
ENSG00000207153	0	0	0	0	0	0
ENSG00000256733	1	0	0	1	0	0
ENSG00000110448	10	12	4	16	4	3
ENSG00000167987	682	777	743	678	731	701
ENSG00000279549	10	6	10	11	11	5
ENSG00000229859	0	0	4	0	0	0
ENSG00000229183	0	0	0	0	0	0
ENSG00000256220	0	0	0	0	0	0
ENSG00000256713	1	1	3	0	2	7
ENSG00000167992	340	292	329	348	324	312
ENSG00000167986	9432	9437	9999	10137	8624	9577
ENSG00000149476	628	660	713	577	696	629
ENSG00000162144	282	306	317	252	277	259
ENSG00000279246	0	2	0	1	0	1
ENSG00000149483	365	375	384	347	381	392
ENSG00000187049	157	182	241	177	198	176
ENSG00000149532	2184	2156	2095	2073	1708	2022
ENSG00000279632	7	2	14	3	0	3
ENSG00000256591	15	19	13	26	25	17
ENSG00000167985	145	164	161	118	205	132
ENSG00000240823	1	1	0	5	1	1
ENSG00000162148	51	45	34	55	52	67
ENSG00000255931	0	0	0	0	0	0
ENSG00000266006	0	0	0	0	0	0
ENSG00000204950	5	7	1	2	12	4
ENSG00000011347	941	779	750	801	521	794
ENSG00000279878	26	12	16	11	4	16
ENSG00000256443	18	16	11	35	8	26
ENSG00000250230	8	1	4	5	7	4
ENSG00000243742	3	1	6	13	14	10
ENSG00000255947	0	0	0	0	0	0
ENSG00000134780	78	64	82	94	53	94
ENSG00000124915	4	0	0	3	0	0
ENSG00000124920	634	627	744	494	356	568
ENSG00000134825	354	355	471	417	571	287
ENSG00000284108	0	0	0	0	0	0
ENSG00000168496	1129	1065	1213	1187	1557	994
ENSG00000134824	9772	9674	8873	9358	8655	9798
ENSG00000149485	3711	3759	3930	3429	2563	3278
ENSG00000284416	0	0	0	0	0	0
ENSG00000221968	196	151	153	133	153	154
ENSG00000277892	2	0	0	1	0	0
ENSG00000167994	33	16	27	14	25	31
ENSG00000200898	0	0	0	0	0	0
ENSG00000167995	18	19	14	24	13	12
ENSG00000167996	8021	8868	4487	6826	11722	8558
ENSG00000279491	5	0	2	5	7	3
ENSG00000244176	0	0	0	0	0	0
ENSG00000254424	0	0	0	0	0	0
ENSG00000255553	0	0	0	0	0	0
ENSG00000285656	0	0	0	0	0	0
ENSG00000149503	1397	1332	1364	1498	1094	1450
ENSG00000236607	0	0	0	0	0	0
ENSG00000168515	0	0	0	0	0	0
ENSG00000124939	0	0	0	0	0	0
ENSG00000254404	0	0	0	0	0	0
ENSG00000124935	0	0	0	0	0	0
ENSG00000110484	0	0	0	0	0	0
ENSG00000197745	0	0	0	0	0	0
ENSG00000255213	0	0	0	0	0	0
ENSG00000255118	0	0	0	0	0	0
ENSG00000162174	111	138	133	100	102	89
ENSG00000254454	2	0	0	3	2	1
ENSG00000255126	0	0	0	0	0	0
ENSG00000149021	3	4	5	5	7	3
ENSG00000255446	10	14	20	19	7	17
ENSG00000124942	99865	93324	107270	117126	53418	97865
ENSG00000250659	39	37	44	37	35	53
ENSG00000257058	9	7	11	17	24	15
ENSG00000254772	0	0	0	0	0	0
ENSG00000255508	53	44	37	26	47	36
ENSG00000276102	1	2	0	0	0	4
ENSG00000149016	160	147	192	163	183	132
ENSG00000149480	1883	1982	2105	1862	1711	1870
ENSG00000149499	694	727	652	621	645	705
ENSG00000254964	9	3	1	2	1	2
ENSG00000149489	8	13	6	11	18	18
ENSG00000149541	493	462	453	545	738	530
ENSG00000089597	7988	7628	7987	8677	7026	8045
ENSG00000185085	481	595	591	445	538	529
ENSG00000255432	0	0	0	0	0	0
ENSG00000278615	1	0	0	1	0	0
ENSG00000162194	45	39	49	37	25	32
ENSG00000214756	30	54	38	45	59	34
ENSG00000206597	0	0	0	0	0	0
ENSG00000204922	63	48	58	61	87	64
ENSG00000162191	785	799	836	846	1082	710
ENSG00000177363	0	1	4	1	9	1
ENSG00000234857	1	0	0	0	0	0
ENSG00000168000	48	52	31	57	29	47
ENSG00000162188	8	2	1	4	2	6
ENSG00000214753	1144	978	1166	1297	1233	1017
ENSG00000162222	282	249	213	287	295	266
ENSG00000185670	145	175	113	139	143	123
ENSG00000168002	648	629	711	682	1061	663
ENSG00000267811	0	0	0	0	2	0
ENSG00000162227	308	314	262	258	362	294
ENSG00000168569	211	228	198	160	249	177
ENSG00000269176	1	2	3	3	7	1
ENSG00000185475	331	349	385	222	428	318
ENSG00000284535	0	0	0	0	0	0
ENSG00000162231	1399	1330	1318	1268	1466	1304
ENSG00000274066	2	0	2	3	0	0
ENSG00000162236	702	667	784	673	650	625
ENSG00000269463	0	4	1	4	0	1
ENSG00000252361	4	0	0	1	5	0
ENSG00000256690	8	0	3	7	5	3
ENSG00000283268	0	0	0	0	0	3
ENSG00000133316	204	161	189	208	244	221
ENSG00000222328	0	0	0	0	0	0
ENSG00000255717	1586	1709	1758	1490	1867	1619
ENSG00000277194	0	0	0	0	0	0
ENSG00000277846	0	0	0	0	0	0
ENSG00000278527	0	0	0	0	0	0
ENSG00000274544	0	0	0	0	0	0
ENSG00000275996	0	0	0	0	0	0
ENSG00000276788	0	0	0	0	0	0
ENSG00000275043	0	0	0	0	0	0
ENSG00000168003	4792	5466	5505	4359	6217	4557
ENSG00000168539	0	3	3	1	0	0
ENSG00000257002	0	0	3	0	0	0
ENSG00000241082	0	0	0	0	0	0
ENSG00000197901	0	0	0	0	0	1
ENSG00000285388	0	0	0	0	0	0
ENSG00000149452	0	0	0	1	2	3
ENSG00000256041	0	0	0	0	0	0
ENSG00000253547	0	0	0	0	0	0
ENSG00000197658	4	8	1	9	3	0
ENSG00000239924	0	0	5	0	1	0
ENSG00000184999	4	3	2	4	3	3
ENSG00000196600	3	1	2	9	7	7
ENSG00000256863	1	1	0	1	0	0
ENSG00000256847	0	0	0	0	0	0
ENSG00000256181	0	1	0	0	0	1
ENSG00000149742	0	0	0	0	0	0
ENSG00000168004	26	32	20	21	27	29
ENSG00000275598	1	0	0	0	0	0
ENSG00000133317	0	0	6	0	2	0
ENSG00000133321	3	2	5	2	10	3
ENSG00000133328	1	4	3	0	0	1
ENSG00000176485	1140	1174	1190	992	1482	1036
ENSG00000203520	0	0	0	1	0	1
ENSG00000184743	736	859	937	832	698	800
ENSG00000270269	1	0	2	0	0	1
ENSG00000256789	0	4	6	0	5	1
ENSG00000133318	3465	3705	3860	3184	3935	2972
ENSG00000271100	1	3	0	0	0	0
ENSG00000188070	725	697	621	875	811	915
ENSG00000264519	0	0	0	0	0	0
ENSG00000168005	887	829	839	950	950	844
ENSG00000256280	0	0	0	0	0	0
ENSG00000072518	1160	1080	963	1230	914	1177
ENSG00000202089	1	0	4	0	0	0
ENSG00000167771	408	323	243	346	343	333
ENSG00000110583	1186	1196	1303	1174	1010	1194
ENSG00000207200	2	4	3	2	13	3
ENSG00000176340	424	454	450	349	652	435
ENSG00000256100	0	0	0	0	1	0
ENSG00000167770	1644	1607	1364	1581	2029	1591
ENSG00000133315	257	224	191	238	345	255
ENSG00000256824	0	0	0	1	0	2
ENSG00000256481	3	0	5	0	0	3
ENSG00000126500	19	9	6	30	18	24
ENSG00000256341	0	0	0	2	0	0
ENSG00000168439	3191	2771	2611	3171	3030	2776
ENSG00000149781	30	35	18	31	32	37
ENSG00000149743	281	304	300	258	393	263
ENSG00000149761	144	198	116	143	229	154
ENSG00000256116	0	4	2	4	2	1
ENSG00000110011	240	214	182	256	312	231
ENSG00000173511	370	316	304	310	478	330
ENSG00000173486	167	167	127	264	269	177
ENSG00000173457	821	711	548	1062	1543	902
ENSG00000256940	2	0	5	2	0	1
ENSG00000257086	7	2	10	2	7	11
ENSG00000149782	1018	938	867	1039	875	1112
ENSG00000002330	96	92	113	88	181	89
ENSG00000173264	445	454	449	387	560	399
ENSG00000182450	1	0	0	0	0	2
ENSG00000257069	0	0	0	0	0	0
ENSG00000207024	0	0	0	0	0	0
ENSG00000219435	0	0	0	0	0	0
ENSG00000173153	354	357	353	272	321	329
ENSG00000173113	662	563	713	690	892	526
ENSG00000126432	1033	888	952	1112	1585	943
ENSG00000236935	0	2	0	1	2	4
ENSG00000168071	259	192	225	252	255	273
ENSG00000278359	0	0	0	0	0	0
ENSG00000162302	1285	1220	1003	1375	1386	1198
ENSG00000221273	0	0	0	0	0	0
ENSG00000231680	2	14	1	0	4	2
ENSG00000231492	0	0	0	0	0	1
ENSG00000181908	16	11	10	8	21	18
ENSG00000232500	0	0	0	0	0	0
ENSG00000237363	0	0	0	0	0	0
ENSG00000168065	2	9	3	2	0	5
ENSG00000197891	0	0	0	0	0	0
ENSG00000110076	12	11	10	12	9	14
ENSG00000237410	0	0	0	0	0	0
ENSG00000068831	10	1	2	7	5	6
ENSG00000068976	24	27	20	24	20	35
ENSG00000168066	5007	4877	4536	5051	4497	4876
ENSG00000269038	10	5	11	2	7	7
ENSG00000168067	284	318	258	261	234	261
ENSG00000133895	1116	1115	973	941	963	942
ENSG00000171219	1402	1249	1204	1306	1132	1361
ENSG00000110047	1025	1089	971	1151	1009	1075
ENSG00000230835	0	0	0	0	0	0
ENSG00000229719	0	2	0	6	2	1
ENSG00000283926	0	0	0	0	0	0
ENSG00000284155	0	0	0	0	0	0
ENSG00000110046	903	836	696	745	756	892
ENSG00000274986	0	0	0	0	0	0
ENSG00000274314	0	0	0	0	0	0
ENSG00000068971	108	109	93	87	86	98
ENSG00000149735	1	1	2	3	0	1
ENSG00000168070	0	0	0	0	0	2
ENSG00000168062	2	0	2	2	1	1
ENSG00000213465	318	332	311	323	537	329
ENSG00000273003	0	0	0	0	0	0
ENSG00000278851	0	0	0	0	0	0
ENSG00000270775	0	0	0	0	0	6
ENSG00000110025	25	42	49	27	22	25
ENSG00000168061	278	366	271	293	552	319
ENSG00000168060	5	14	7	9	12	9
ENSG00000146670	1404	1455	1633	1254	1474	1189
ENSG00000162300	74	77	62	78	82	85
ENSG00000187066	4	8	4	4	1	3
ENSG00000149823	1187	1221	1086	1083	1464	1296
ENSG00000254501	0	0	0	0	0	0
ENSG00000149809	903	1025	966	1023	1281	1049
ENSG00000174276	73	128	113	94	173	120
ENSG00000255173	0	0	0	0	0	0
ENSG00000278952	15	10	14	22	12	6
ENSG00000149806	1726	1922	2880	2034	2704	1493
ENSG00000162298	915	877	700	744	589	775
ENSG00000149792	663	688	805	745	771	609
ENSG00000284489	0	0	0	0	0	0
ENSG00000254455	0	0	0	0	0	0
ENSG00000222477	0	0	0	0	0	0
ENSG00000255058	0	0	0	0	0	1
ENSG00000204710	0	0	0	1	0	2
ENSG00000255200	6	6	11	7	6	0
ENSG00000254614	7	3	11	10	9	7
ENSG00000014216	3925	3978	3686	3415	3514	3790
ENSG00000197847	29	24	25	38	23	31
ENSG00000014138	235	231	231	182	269	227
ENSG00000285816	4	1	5	3	3	1
ENSG00000149798	0	2	0	3	0	0
ENSG00000133884	1183	1093	1167	1130	987	974
ENSG00000173825	6	10	17	10	16	12
ENSG00000255478	0	0	0	0	0	0
ENSG00000162241	37	32	26	26	25	31
ENSG00000126391	743	788	639	590	647	654
ENSG00000245532	2023	1140	1156	1943	1358	1772
ENSG00000278144	0	0	0	0	0	0
ENSG00000278050	0	0	0	0	0	0
ENSG00000277599	0	0	0	0	0	0
ENSG00000283791	0	0	0	0	0	0
ENSG00000275948	0	0	0	0	0	0
ENSG00000173727	4	2	1	6	2	1
ENSG00000279243	0	0	0	0	0	0
ENSG00000251562	14297	10962	11326	17754	14125	13113
ENSG00000270117	0	0	0	0	0	0
ENSG00000278217	0	0	0	0	0	0
ENSG00000274072	0	0	0	0	0	0
ENSG00000270526	0	0	0	0	0	0
ENSG00000142186	1256	1181	1030	1025	1227	1141
ENSG00000168056	461	402	288	386	492	354
ENSG00000279093	0	0	0	0	0	0
ENSG00000260233	18	11	29	20	17	32
ENSG00000173465	242	224	249	252	316	216
ENSG00000176973	32	33	43	24	34	16
ENSG00000173442	131	132	125	115	109	98
ENSG00000173338	1	4	7	6	5	6
ENSG00000173327	921	800	709	922	876	815
ENSG00000197136	2091	1924	1967	2032	1765	2228
ENSG00000266041	0	0	0	0	0	0
ENSG00000213445	508	440	431	399	524	475
ENSG00000265874	1	0	0	1	0	0
ENSG00000173039	743	682	605	597	495	614
ENSG00000285533	26	28	17	20	39	20
ENSG00000239356	0	0	0	0	0	0
ENSG00000172977	198	186	144	169	159	190
ENSG00000172922	399	397	388	372	581	320
ENSG00000214659	2	1	1	3	3	1
ENSG00000255557	3	1	2	11	1	11
ENSG00000254470	599	511	455	556	518	618
ENSG00000172818	119	108	81	52	80	82
ENSG00000255120	0	3	0	0	1	0
ENSG00000255404	0	0	0	0	0	0
ENSG00000172757	4284	3864	3272	4508	5733	4157
ENSG00000172803	14	15	13	28	11	9
ENSG00000172732	444	330	296	406	456	406
ENSG00000172638	183	156	152	152	166	180
ENSG00000172543	12	1	3	9	2	1
ENSG00000172500	633	640	605	662	855	668
ENSG00000175602	180	157	130	199	385	194
ENSG00000175592	46	47	34	65	53	52
ENSG00000175573	303	299	270	268	380	272
ENSG00000175550	319	216	177	393	548	290
ENSG00000175513	0	0	0	0	0	0
ENSG00000175467	680	543	586	675	650	542
ENSG00000254867	2	1	0	0	0	0
ENSG00000175376	341	361	336	326	327	358
ENSG00000175334	1361	1349	1631	1348	1862	1241
ENSG00000175315	22	28	28	35	60	30
ENSG00000175294	0	0	0	1	0	0
ENSG00000175229	34	23	27	17	13	19
ENSG00000087365	3523	3139	3223	3527	3417	3273
ENSG00000255038	0	0	4	0	0	5
ENSG00000175115	1614	1522	1179	1424	912	1501
ENSG00000255320	14	14	9	21	10	8
ENSG00000174996	706	612	584	638	620	626
ENSG00000254461	8	8	10	14	4	9
ENSG00000254855	2	4	2	2	5	3
ENSG00000254762	0	0	0	1	0	0
ENSG00000174903	1257	1303	1159	1183	1544	1358
ENSG00000245156	11	7	6	14	5	13
ENSG00000254452	0	0	0	0	0	0
ENSG00000174871	52	48	56	58	61	64
ENSG00000174851	784	765	756	626	774	583
ENSG00000179292	0	0	0	0	1	0
ENSG00000254458	0	0	0	0	0	0
ENSG00000174807	65	73	46	67	50	34
ENSG00000174791	134	89	91	93	123	97
ENSG00000254756	3	1	5	0	1	0
ENSG00000174744	417	371	345	440	552	384
ENSG00000174684	612	598	587	458	737	472
ENSG00000255468	55	45	55	68	54	58
ENSG00000174669	1081	851	840	943	805	1090
ENSG00000276918	0	0	0	0	0	0
ENSG00000254736	0	0	0	0	0	0
ENSG00000202317	0	0	0	0	0	0
ENSG00000254510	2	1	0	3	2	0
ENSG00000174576	0	2	0	3	1	0
ENSG00000201733	0	0	0	0	0	0
ENSG00000174547	534	522	513	638	846	465
ENSG00000254596	0	0	0	0	1	0
ENSG00000174516	196	167	142	177	175	189
ENSG00000255517	20	18	19	26	12	22
ENSG00000254986	910	843	946	860	873	832
ENSG00000256349	0	0	0	0	0	0
ENSG00000174483	24	26	18	18	28	23
ENSG00000174165	513	562	448	444	577	475
ENSG00000248746	7	6	8	5	0	3
ENSG00000250105	0	0	0	0	0	0
ENSG00000174080	2	1	1	1	1	1
ENSG00000182791	4	4	6	6	1	2
ENSG00000173992	215	197	274	215	229	176
ENSG00000199325	1	5	4	0	0	0
ENSG00000239306	1629	1468	1457	1662	1557	1523
ENSG00000248643	20	24	11	27	21	14
ENSG00000173933	253	296	309	252	285	267
ENSG00000173914	401	481	477	482	414	404
ENSG00000173898	869	892	802	808	574	832
ENSG00000239553	1	0	0	0	1	0
ENSG00000173715	444	346	424	430	491	378
ENSG00000213409	16	1	3	3	3	10
ENSG00000254984	0	1	3	2	0	6
ENSG00000173653	394	416	410	356	506	348
ENSG00000173599	466	457	486	387	403	510
ENSG00000173621	142	123	84	102	187	124
ENSG00000239099	0	0	0	0	0	0
ENSG00000266423	1	0	0	0	0	0
ENSG00000173237	0	0	0	0	0	0
ENSG00000173227	7	7	0	8	10	11
ENSG00000283326	0	0	0	0	0	0
ENSG00000173156	218	247	203	238	371	231
ENSG00000173120	1890	1741	1670	2104	1500	1974
ENSG00000179038	1	3	2	14	4	12
ENSG00000173020	1142	1130	1132	1113	1366	1140
ENSG00000172932	501	521	473	430	463	492
ENSG00000172830	533	460	437	497	423	512
ENSG00000172613	346	341	341	322	347	286
ENSG00000175482	58	67	19	59	71	87
ENSG00000256514	0	0	0	0	0	0
ENSG00000274251	0	0	0	0	0	0
ENSG00000201684	0	0	1	0	0	0
ENSG00000175505	47	67	57	57	66	64
ENSG00000275484	4	2	2	1	7	1
ENSG00000253024	5	0	6	5	4	3
ENSG00000172531	2025	2351	2107	1949	2849	2211
ENSG00000175463	13	3	23	12	4	11
ENSG00000172508	14	11	14	15	6	4
ENSG00000175634	580	518	510	544	635	488
ENSG00000255949	0	0	0	0	0	0
ENSG00000213402	0	0	0	0	0	0
ENSG00000172725	1447	1490	1555	1327	1868	1515
ENSG00000175514	0	0	0	0	0	3
ENSG00000175544	2	1	0	1	0	0
ENSG00000172663	297	306	312	281	362	254
ENSG00000110711	300	266	372	205	447	297
ENSG00000276769	0	0	0	0	0	0
ENSG00000110697	790	587	560	598	648	674
ENSG00000167797	630	603	616	585	741	528
ENSG00000167791	0	0	0	0	0	0
ENSG00000283257	0	1	0	0	0	0
ENSG00000084207	5257	5069	5938	5448	8079	4950
ENSG00000184224	3	0	1	0	5	0
ENSG00000255119	0	0	0	0	0	0
ENSG00000167792	1250	1275	1286	1182	1628	1146
ENSG00000231793	54	63	35	63	37	77
ENSG00000167799	54	55	30	48	66	40
ENSG00000167800	1	2	3	0	2	4
ENSG00000132744	0	0	0	0	0	0
ENSG00000227834	0	0	0	0	0	0
ENSG00000132746	69	55	49	49	55	56
ENSG00000239559	1	0	1	1	0	0
ENSG00000184795	0	0	0	0	0	0
ENSG00000235855	0	0	0	0	0	0
ENSG00000254447	0	0	0	1	0	0
ENSG00000285537	0	0	0	0	0	0
ENSG00000254883	0	0	0	0	0	0
ENSG00000255147	0	0	0	0	0	0
ENSG00000227620	7	1	5	4	5	5
ENSG00000160172	65	60	55	95	75	91
ENSG00000273819	0	0	0	1	0	0
ENSG00000254792	0	0	0	0	0	0
ENSG00000251637	0	0	0	0	0	0
ENSG00000206587	0	0	0	0	0	0
ENSG00000243672	0	0	0	0	0	0
ENSG00000254610	0	0	0	1	0	0
ENSG00000254850	1	0	0	0	0	0
ENSG00000255230	0	0	0	0	0	0
ENSG00000255554	0	0	0	0	0	0
ENSG00000110057	159	148	155	128	203	153
ENSG00000006534	12	13	11	23	25	26
ENSG00000255306	7	6	6	4	3	6
ENSG00000110717	743	721	898	826	1306	816
ENSG00000284293	0	0	0	0	0	0
ENSG00000284435	0	0	0	0	0	0
ENSG00000110719	458	494	348	449	472	504
ENSG00000275022	2	1	0	2	2	0
ENSG00000255031	11	6	11	12	9	3
ENSG00000110721	907	1031	903	663	987	909
ENSG00000255236	1	2	0	2	1	0
ENSG00000110066	840	806	834	826	817	800
ENSG00000171067	614	501	457	426	505	416
ENSG00000162337	1538	1375	1395	1325	1148	1503
ENSG00000110075	2649	2834	2899	2532	2437	2505
ENSG00000254856	4	1	2	0	0	1
ENSG00000260808	11	13	16	15	16	24
ENSG00000069482	2	4	4	3	7	4
ENSG00000132749	280	241	272	273	330	299
ENSG00000110090	20	19	14	13	11	13
ENSG00000250508	4	9	2	3	2	4
ENSG00000197345	253	267	324	287	345	254
ENSG00000132740	346	351	342	323	266	350
ENSG00000255741	5	0	2	3	3	1
ENSG00000172938	0	0	0	0	0	0
ENSG00000261625	2	0	0	3	1	0
ENSG00000261276	0	0	0	0	0	0
ENSG00000172935	19	18	12	9	16	11
ENSG00000256508	3	0	0	0	0	0
ENSG00000162341	376	303	417	351	286	387
ENSG00000265539	0	1	13	1	4	1
ENSG00000260895	5	3	1	1	1	2
ENSG00000261070	5	0	1	0	0	0
ENSG00000284713	11	12	16	13	19	10
ENSG00000172927	0	0	0	0	0	0
ENSG00000213275	0	0	0	0	0	0
ENSG00000260877	0	0	0	0	0	0
ENSG00000259854	0	0	0	0	0	0
ENSG00000255980	0	0	0	0	0	0
ENSG00000255606	0	0	0	0	0	0
ENSG00000261347	0	0	0	0	0	0
ENSG00000255774	0	0	0	0	0	0
ENSG00000285094	0	0	0	0	0	0
ENSG00000110092	91	74	60	81	52	49
ENSG00000149716	264	242	327	315	274	264
ENSG00000162344	0	1	0	1	0	1
ENSG00000256441	0	0	0	0	0	0
ENSG00000075388	0	0	0	0	0	0
ENSG00000186895	0	0	0	0	0	0
ENSG00000260348	0	0	0	0	0	0
ENSG00000260679	0	0	0	0	0	0
ENSG00000255191	0	0	0	0	0	0
ENSG00000254605	0	0	0	0	0	2
ENSG00000248844	0	0	0	0	0	0
ENSG00000254417	0	0	0	0	0	0
ENSG00000202070	0	0	0	0	0	0
ENSG00000131620	29	20	11	33	2	11
ENSG00000255143	0	0	0	0	0	0
ENSG00000254902	0	0	0	0	0	0
ENSG00000168040	104	150	106	109	128	121
ENSG00000254721	0	0	0	0	0	0
ENSG00000131626	1191	1153	1188	1163	839	1190
ENSG00000255329	5	1	0	5	1	7
ENSG00000254604	9	5	2	16	12	13
ENSG00000221333	3	0	2	2	0	0
ENSG00000254484	1	2	3	0	0	1
ENSG00000255539	1	0	1	0	0	0
ENSG00000254495	6	2	6	1	2	7
ENSG00000246889	11	14	16	11	9	14
ENSG00000085733	3818	3428	3504	4154	3566	3667
ENSG00000162105	884	816	873	863	545	788
ENSG00000227726	10	10	8	5	4	18
ENSG00000279459	3	3	7	10	1	3
ENSG00000226627	12	18	11	6	20	13
ENSG00000236262	0	0	0	4	3	4
ENSG00000207196	0	0	0	1	0	0
ENSG00000280089	0	0	0	0	0	0
ENSG00000171671	9	1	2	7	3	3
ENSG00000263744	0	0	0	2	0	0
ENSG00000172900	1	0	2	1	0	0
ENSG00000172893	3173	3365	3452	2811	2373	2819
ENSG00000254682	56	39	76	60	72	51
ENSG00000172890	1319	1332	1220	1186	1166	1270
ENSG00000278349	0	0	0	0	0	0
ENSG00000254924	1	0	3	4	5	4
ENSG00000244411	0	0	0	0	1	4
ENSG00000241233	0	0	0	0	0	3
ENSG00000254997	0	0	0	3	1	3
ENSG00000204572	0	0	0	3	3	2
ENSG00000248903	0	0	0	0	0	0
ENSG00000204571	0	1	0	0	0	0
ENSG00000249387	0	0	0	0	0	0
ENSG00000184055	0	0	0	1	0	0
ENSG00000255562	0	0	0	0	0	0
ENSG00000255261	0	0	0	0	0	0
ENSG00000255415	0	0	0	0	0	0
ENSG00000284625	0	0	0	0	0	0
ENSG00000239481	0	0	0	0	0	0
ENSG00000254805	0	0	0	0	0	0
ENSG00000254972	0	0	0	0	2	0
ENSG00000255319	0	2	0	0	0	4
ENSG00000285933	0	1	0	0	0	1
ENSG00000158483	95	102	103	79	87	104
ENSG00000248671	3	7	6	7	5	9
ENSG00000254978	8	4	12	5	4	4
ENSG00000214534	2	5	11	8	6	3
ENSG00000184276	0	0	0	2	0	0
ENSG00000252902	0	0	0	0	0	0
